Gene_ID	KO_ID	Description	Pathway	Pathway Function	Major_Group
evm.model.CP144697.1_RagTag.3427	K00513	CYP21A; steroid 21-monooxygenase [EC:1.14.14.16]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.1433	K00513	CYP21A; steroid 21-monooxygenase [EC:1.14.14.16]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.4017	K12344	SRD5A2; 3-oxo-5-alpha-steroid 4-dehydrogenase 2 [EC:1.3.1.22]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.2197	K04119	AKR1C3; aldo-keto reductase family 1 member C3 [EC:1.1.1.51 1.1.1.188 1.1.1.213 1.1.1.357]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.2294	K00038	fabG3; 3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.1409	K10251	HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.5616	K10251	HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.2656	K22970	DHRS11; 17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase [EC:1.1.1.62 1.1.1.270]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.3855	K07408	CYP1A1; cytochrome P450 family 1 subfamily A1 [EC:1.14.14.1]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.369	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.2347	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.385	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.384	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2031	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2026	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.2791	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.1660	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.2256	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.1090	K00699	UGT; glucuronosyltransferase [EC:2.4.1.17]	Steroid hormone biosynthesis	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.281	K00865	glxK, garK; glycerate 2-kinase [EC:2.7.1.165]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.159	K15918	GLYK; D-glycerate 3-kinase [EC:2.7.1.31]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.381	K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.2947	K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.596	K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.1814	K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.5820	K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.59	K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.2645	K00002	AKR1A1, adh; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.3105	K13979	yahK; alcohol dehydrogenase (NADP+) [EC:1.1.1.2]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.2341	K00864	glpK, GK; glycerol kinase [EC:2.7.1.30]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.1686	K00629	GPAT1_2; glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.4440	K13508	GPAT; glycerol-3-phosphate acyltransferase [EC:2.3.1.15 2.3.1.198]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.356	K13509	AGPAT1_2; lysophosphatidate acyltransferase [EC:2.3.1.51]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2497	K13523	AGPAT3_4; lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.3160	K13513	LCLAT1, AGPAT8; lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.51]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.516	K15728	LPIN; phosphatidate phosphatase LPIN [EC:3.1.3.4]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2143	K15728	LPIN; phosphatidate phosphatase LPIN [EC:3.1.3.4]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.3821	K15728	LPIN; phosphatidate phosphatase LPIN [EC:3.1.3.4]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.4329	K18693	DPP1, DPPL, PLPP4_5; diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.6.1.75 3.1.3.4]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.807	K00901	dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.3096	K00901	dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.726	K00901	dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.1403	K11160	DGAT2; diacylglycerol O-acyltransferase 2 [EC:2.3.1.20 2.3.1.75]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.2452	K22848	DGAT2; diacylglycerol O-acyltransferase 2, plant [EC:2.3.1.20]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.1234	K22849	DGAT3; diacylglycerol O-acyltransferase 3, plant [EC:2.3.1.20]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.3046	K27538	PES; diacylglycerol/phytol O-acyltransferase [EC:2.3.1.20 2.3.1.314]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.contig_1706.2	K00635	tgs, wax-dgat; diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.contig_119.4	K18851	fbp; diacylglycerol O-acyltransferase / trehalose O-mycolyltransferase / mycolyltransferase Ag85 [EC:2.3.1.20 2.3.1.122 2.3.1.-]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.2433	K00679	E2.3.1.158; phospholipid:diacylglycerol acyltransferase [EC:2.3.1.158]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.567	K22283	LIPC; hepatic triacylglycerol lipase [EC:3.1.1.3]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.413	K14674	TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2610	K14674	TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.3363	K01054	MGLL; acylglycerol lipase [EC:3.1.1.23]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.963	K01054	MGLL; acylglycerol lipase [EC:3.1.1.23]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.3232	K03429	ugtP; processive 1,2-diacylglycerol beta-glucosyltransferase [EC:2.4.1.315]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.1505	K22920	UGP3; UTP---glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2608	K06118	SQD1, sqdB; UDP-sulfoquinovose synthase [EC:3.13.1.1]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.4427	K06119	SQD2; sulfoquinovosyltransferase [EC:2.4.1.-]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144698.1_RagTag.1689	K06119	SQD2; sulfoquinovosyltransferase [EC:2.4.1.-]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.917	K03715	MGD; 1,2-diacylglycerol 3-beta-galactosyltransferase [EC:2.4.1.46]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.1872	K09480	DGD; digalactosyldiacylglycerol synthase [EC:2.4.1.241]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144698.1_RagTag.2133	K07407	E3.2.1.22B, galA, rafA; alpha-galactosidase [EC:3.2.1.22]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.1279	K21362	SFR2; galactolipid galactosyltransferase [EC:2.4.1.184]	Glycerolipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.1872	K00006	GPD1; glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2580	K00006	GPD1; glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.1313	K00006	GPD1; glycerol-3-phosphate dehydrogenase (NAD+) [EC:1.1.1.8]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.1871	K00057	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.3750	K00111	glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.1686	K00629	GPAT1_2; glycerol-3-phosphate O-acyltransferase 1/2 [EC:2.3.1.15]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.4440	K13508	GPAT; glycerol-3-phosphate acyltransferase [EC:2.3.1.15 2.3.1.198]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.356	K13509	AGPAT1_2; lysophosphatidate acyltransferase [EC:2.3.1.51]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2497	K13523	AGPAT3_4; lysophosphatidic acid acyltransferase / lysophosphatidylinositol acyltransferase [EC:2.3.1.51 2.3.1.-]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.3160	K13513	LCLAT1, AGPAT8; lysocardiolipin and lysophospholipid acyltransferase [EC:2.3.1.- 2.3.1.51]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.413	K14674	TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2610	K14674	TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.343	K00980	tagD; glycerol-3-phosphate cytidylyltransferase [EC:2.7.7.39]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.522	K01517	ADPRM; manganese-dependent ADP-ribose/CDP-alcohol diphosphatase [EC:3.6.1.13 3.6.1.16 3.6.1.53]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.516	K15728	LPIN; phosphatidate phosphatase LPIN [EC:3.1.3.4]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2143	K15728	LPIN; phosphatidate phosphatase LPIN [EC:3.1.3.4]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.3821	K15728	LPIN; phosphatidate phosphatase LPIN [EC:3.1.3.4]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.4329	K18693	DPP1, DPPL, PLPP4_5; diacylglycerol diphosphate phosphatase / phosphatidate phosphatase [EC:3.6.1.75 3.1.3.4]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.807	K00901	dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.3096	K00901	dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144696.1_RagTag.726	K00901	dgkA, DGK; diacylglycerol kinase (ATP) [EC:2.7.1.107]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.1220	K01114	plc; phospholipase C [EC:3.1.4.3]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.124	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.3556	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.3555	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.4409	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.4520	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.2434	K00650	LCAT; lecithin-cholesterol acyltransferase [EC:2.3.1.43]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.1087	K16342	PLA2G4, CPLA2; cytosolic phospholipase A2 [EC:3.1.1.4]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.2752	K14621	PLB1, PLB; phospholipase B1, membrane-associated [EC:3.1.1.4 3.1.1.5]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.4108	K13510	LPCAT1_2; lysophosphatidylcholine acyltransferase / lyso-PAF acetyltransferase [EC:2.3.1.23 2.3.1.67]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.823	K16818	DAD1; phospholipase A1 [EC:3.1.1.32]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.3552	K22389	LCAT3; phospholipase A1 [EC:3.1.1.32]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144698.1_RagTag.715	K06129	LYPLA3; lysophospholipase III [EC:3.1.1.5]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.3033	K18696	GDE1; glycerophosphodiester phosphodiesterase [EC:3.1.4.46]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.270	K14156	CHK; choline/ethanolamine kinase [EC:2.7.1.32 2.7.1.82]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.256	K06124	PHOSPHO1; phosphoethanolamine/phosphocholine phosphatase [EC:3.1.3.75]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144698.1_RagTag.898	K00993	EPT1; ethanolaminephosphotransferase [EC:2.7.8.1]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144697.1_RagTag.1108	K25193	SDC; serine decarboxylase [EC:4.1.1.-]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.6087	K00967	PCYT2; ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.4364	K00550	PLMT; phosphatidyl-N-methylethanolamine N-methyltransferase [EC:2.1.1.71]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.1672	K00981	E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase [EC:2.7.7.41]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.2440	K00998	pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.3974	K08730	PTDSS2; phosphatidylserine synthase 2 [EC:2.7.8.29]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.4509	K08730	PTDSS2; phosphatidylserine synthase 2 [EC:2.7.8.29]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.2328	K01094	GEP4; phosphatidylglycerophosphatase GEP4 [EC:3.1.3.27]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144691.1_RagTag.1395	K13511	TAZ; monolysocardiolipin acyltransferase [EC:2.3.1.-]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144694.1_RagTag.1895	K17104	E2.5.1.41; phosphoglycerol geranylgeranyltransferase [EC:2.5.1.41]	Glycerophospholipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144698.1_RagTag.898	K00993	EPT1; ethanolaminephosphotransferase [EC:2.7.8.1]	Ether lipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.1087	K16342	PLA2G4, CPLA2; cytosolic phospholipase A2 [EC:3.1.1.4]	Ether lipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.2752	K14621	PLB1, PLB; phospholipase B1, membrane-associated [EC:3.1.1.4 3.1.1.5]	Ether lipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144692.1_RagTag.413	K14674	TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Ether lipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144695.1_RagTag.2610	K14674	TGL4; TAG lipase / steryl ester hydrolase / phospholipase A2 / LPA acyltransferase [EC:3.1.1.3 3.1.1.13 3.1.1.4 2.3.1.51]	Ether lipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.1220	K01114	plc; phospholipase C [EC:3.1.4.3]	Ether lipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144693.1_RagTag.124	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]	Ether lipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.3556	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]	Ether lipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144699.1_RagTag.3555	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]	Ether lipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.4409	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]	Ether lipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144700.1_RagTag.4520	K01115	PLD1_2; phospholipase D1/2 [EC:3.1.4.4]	Ether lipid metabolism	09103 Lipid metabolism	09100 Metabolism
evm.model.CP144690.1_RagTag.1308	K01019	GAL3ST1; galactosylceramide sulfotransferase [EC:2.8.2.11]	Ether lipid metabolism	09103 Lipid metabolism	09100 Metabolism
