Gene_Name	GO_ID	GO_Name	GO_Annotation	GO_Aspect
evm.model.CP144699.1_RagTag.1215	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144698.1_RagTag.163	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144698.1_RagTag.341	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144700.1_RagTag.2438	GO:0006656	phosphatidylcholine biosynthetic process	The chemical reactions and pathways resulting in the formation of phosphatidylcholines, any of a class of glycerophospholipids in which the phosphatidyl group is esterified to the hydroxyl group of choline.	biological_process
evm.model.CP144696.1_RagTag.1267	GO:0006623	protein targeting to vacuole	The process of directing proteins towards the vacuole, usually using signals contained within the protein.	biological_process
evm.model.CP144694.1_RagTag.3242	GO:0003712	transcription coregulator activity	A transcription regulator activity that modulates the transcription of specific gene sets via binding to a DNA-binding transcription factor at a specific genomic locus, either on its own or as part of a complex. Coregulators often act by altering chromatin structure and modifications. For example, one class of transcription coregulators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators.	molecular_function
evm.model.CP144694.1_RagTag.3487	GO:0005618	cell wall	The rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal, most prokaryotic cells and some protozoan parasites, maintaining their shape and protecting them from osmotic lysis. In plants it is made of cellulose and, often, lignin; in fungi it is composed largely of polysaccharides; in bacteria it is composed of peptidoglycan; in protozoan parasites such as Giardia species, it's made of carbohydrates and proteins.	cellular_component
evm.model.CP144690.1_RagTag.2123	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144691.1_RagTag.3287	GO:0009617	response to bacterium	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium.	biological_process
evm.model.CP144692.1_RagTag.3369	GO:0009506	plasmodesma	A fine cytoplasmic channel, found in all higher plants, that connects the cytoplasm of one cell to that of an adjacent cell.	cellular_component
evm.model.CP144699.1_RagTag.2055	GO:0004014	adenosylmethionine decarboxylase activity	Catalysis of the reaction: S-adenosyl-L-methionine + H+ = S-adenosylmethioninamine + CO2.	molecular_function
evm.model.CP144700.1_RagTag.895	GO:0016787	hydrolase activity	Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc.	molecular_function
evm.model.CP144693.1_RagTag.1126	GO:0048544	recognition of pollen	A cell recognition process in which pollen is recognized and either accepted or rejected by cells in the stigma.	biological_process
evm.model.CP144696.1_RagTag.1771	GO:0009535	chloroplast thylakoid membrane	The pigmented membrane of a chloroplast thylakoid. An example of this component is found in Arabidopsis thaliana.	cellular_component
evm.model.CP144691.1_RagTag.1578	GO:0016020	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it.	cellular_component
evm.model.CP144698.1_RagTag.1002	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	cellular_component
evm.model.CP144691.1_RagTag.4044	GO:0000373	Group II intron splicing	The splicing of Group II introns. This occurs by a ribozymic mechanism where the intron sequence forms a distinct 3D structure, characteristic of Group II introns and containing splice site consensus sequences, that is involved in catalyzing the splicing reactions, though protein factors are also required in vivo. Splicing occurs by a series of two transesterification reactions (mechanistically similar to those for splicing of nuclear mRNAs) initiated by a bulged adenosine residue within the intron sequence as the initiating nucleophile. The intron is excised as a lariat.	biological_process
evm.model.contig_2352.4	GO:0003676	nucleic acid binding	Binding to a nucleic acid.	molecular_function
evm.model.CP144691.1_RagTag.900	GO:0000049	tRNA binding	Binding to a transfer RNA.	molecular_function
evm.model.CP144699.1_RagTag.2948	GO:0006355	regulation of DNA-templated transcription	Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription.	biological_process
evm.model.CP144692.1_RagTag.4253	GO:0005829	cytosol	The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.	cellular_component
evm.model.CP144696.1_RagTag.1326	GO:0003676	nucleic acid binding	Binding to a nucleic acid.	molecular_function
evm.model.CP144693.1_RagTag.543	GO:0010044	response to aluminum ion	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an aluminum ion stimulus.	biological_process
evm.model.CP144692.1_RagTag.3554	GO:0005739	mitochondrion	A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.	cellular_component
evm.model.CP144696.1_RagTag.1141	GO:0000398	mRNA splicing, via spliceosome	The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced.	biological_process
evm.model.CP144692.1_RagTag.2625	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
evm.model.CP144695.1_RagTag.1544	GO:0003677	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	molecular_function
evm.model.CP144695.1_RagTag.1837	GO:0003723	RNA binding	Binding to an RNA molecule or a portion thereof.	molecular_function
evm.model.CP144698.1_RagTag.1689	GO:0009247	glycolipid biosynthetic process	The chemical reactions and pathways resulting in the formation of glycolipid, a class of 1,2-di-O-acylglycerols joined at oxygen 3 by a glycosidic linkage to a carbohydrate part (usually a mono-, di- or tri-saccharide).	biological_process
evm.model.CP144696.1_RagTag.1268	GO:0006623	protein targeting to vacuole	The process of directing proteins towards the vacuole, usually using signals contained within the protein.	biological_process
evm.model.CP144695.1_RagTag.850	GO:0005524	ATP binding	Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.	molecular_function
evm.model.CP144690.1_RagTag.3893	GO:0005363	maltose transmembrane transporter activity	Enables the transfer of maltose from one side of a membrane to the other. Maltose is the disaccharide 4-O-alpha-D-glucopyranosyl-D-glucopyranose, an intermediate in the enzymatic breakdown of glycogen and starch.	molecular_function
evm.model.CP144691.1_RagTag.231	GO:0005886	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	cellular_component
evm.model.CP144700.1_RagTag.4371	GO:0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	Catalysis of an oxidation-reduction (redox) reaction in which a CH-OH group acts as a hydrogen or electron donor and reduces NAD+ or NADP.	molecular_function
evm.model.CP144693.1_RagTag.2200	GO:0000725	recombinational repair	A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region.	biological_process
evm.model.CP144691.1_RagTag.1177	GO:0000408	EKC/KEOPS complex	A protein complex involved in t6A tRNA modification. For example, in Saccharomyces cerevisiae the complex contains Bud32p, Kae1p, Gon7p, Cgi121p, and Pcc1p.	cellular_component
evm.model.CP144693.1_RagTag.226	GO:0005634	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	cellular_component
evm.model.CP144692.1_RagTag.27	GO:0004674	protein serine/threonine kinase activity	Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate.	molecular_function
evm.model.CP144696.1_RagTag.3636	GO:0005737	cytoplasm	The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.	cellular_component
evm.model.CP144690.1_RagTag.3854	GO:0019005	SCF ubiquitin ligase complex	A ubiquitin ligase complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 adaptor and an F-box protein. SCF complexes are involved in targeting proteins for degradation by the proteasome. The best characterized complexes are those from yeast and mammals (with core subunits named Cdc53/Cul1, Rbx1/Hrt1/Roc1).	cellular_component
evm.model.CP144699.1_RagTag.314	GO:0016567	protein ubiquitination	The process in which one or more ubiquitin groups are added to a protein.	biological_process
